,job_title,company,job_search,location,date_range,link
51,Journeyman Business Analyst,TekSynap,Data Analyst,"Arlington, VA",today,//www.monster.com/job-openings/journeyman-business-analyst-arlington-va--722897bf-4d4e-4203-b6bf-32ff728a63c7?sid=413011e2-19b5-49ab-8dd7-4f953664e62a&jvo=m.undefined.s-svr.22&so=m.h.s&hidesmr=1&promoted=KEVEL
52,Junior Java full stack Developer/ Python/Data Analyst/Data Scientists--Remote,SynergisticIT,Data AnalystData ScientistData Engineer,"Newark, NJNewark, NJNewark, NJ",todaytodaytoday,//www.monster.com/job-openings/junior-java-full-stack-developer-python-data-analyst-data-scientists-remote-newark-nj--acc63834-982d-4dbe-8ea5-61975e74bf8d?sid=413011e2-19b5-49ab-8dd7-4f953664e62a&jvo=m.go.s-svr.52&so=m.h.s&hidesmr=1//www.monster.com/job-openings/junior-java-full-stack-developer-python-data-analyst-data-scientists-remote-newark-nj--acc63834-982d-4dbe-8ea5-61975e74bf8d?sid=217abd70-69f5-49c9-84fc-02cd5a09bfcc&jvo=m.go.s-svr.52&so=m.h.s&hidesmr=1//www.monster.com/job-openings/junior-java-full-stack-developer-python-data-analyst-data-scientists-remote-newark-nj--acc63834-982d-4dbe-8ea5-61975e74bf8d?sid=09b6864d-28e8-4f44-b2d0-b6590a978070&jvo=m.go.s-svr.51&so=m.h.s&hidesmr=1
53,Junior Java programmer/Data Analyst/Data Scientists/ML--Remote,SynergisticIT,Data AnalystData Scientist,"Portland, ORPortland, OR",todaytoday,//www.monster.com/job-openings/junior-java-programmer-data-analyst-data-scientists-ml-remote-portland-or--0f8b824f-525d-4e9e-b3b2-a4b2a461c892?sid=413011e2-19b5-49ab-8dd7-4f953664e62a&jvo=m.go.s-svr.74&so=m.h.s&hidesmr=1//www.monster.com/job-openings/junior-java-programmer-data-analyst-data-scientists-ml-remote-portland-or--0f8b824f-525d-4e9e-b3b2-a4b2a461c892?sid=217abd70-69f5-49c9-84fc-02cd5a09bfcc&jvo=m.go.s-svr.84&so=m.h.s&hidesmr=1
54,Junior data analyst /Data scientist/Jr Java Developer-Remote,SynergisticIT,Data AnalystData ScientistData Engineer,"Houston, TXHouston, TXHouston, TX",todaytodaytoday,//www.monster.com/job-openings/junior-data-analyst-data-scientist-jr-java-developer-remote-houston-tx--8c49e63f-3628-41d1-8d55-a3192befba69?sid=413011e2-19b5-49ab-8dd7-4f953664e62a&jvo=m.go.s-svr.51&so=m.h.s&hidesmr=1//www.monster.com/job-openings/junior-data-analyst-data-scientist-jr-java-developer-remote-houston-tx--8c49e63f-3628-41d1-8d55-a3192befba69?sid=217abd70-69f5-49c9-84fc-02cd5a09bfcc&jvo=m.go.s-svr.51&so=m.h.s&hidesmr=1//www.monster.com/job-openings/junior-data-analyst-data-scientist-jr-java-developer-remote-houston-tx--8c49e63f-3628-41d1-8d55-a3192befba69?sid=09b6864d-28e8-4f44-b2d0-b6590a978070&jvo=m.go.s-svr.50&so=m.h.s&hidesmr=1
55,Lead Full Stack Engineer (AI),Northwestern Mutual,Data Scientist,"New York, NY",today,//www.monster.com/job-openings/lead-full-stack-engineer-ai-new-york-city-ny--b6d6457b-c46e-47ed-a1ad-1feedb477428?sid=217abd70-69f5-49c9-84fc-02cd5a09bfcc&jvo=m.undefined.s-svr.10&so=m.h.s&hidesmr=1&promoted=KEVEL
56,"Lead System Engineer - Newton, MA",Motion Recruitment,Data ScientistData Engineer,"Newton, MANewton, MA",todaytoday,//www.monster.com/job-openings/lead-system-engineer-newton-ma-newton-ma--f2ec3f60-56f2-4a71-9292-f55ab233b63d?sid=217abd70-69f5-49c9-84fc-02cd5a09bfcc&jvo=m.undefined.s-svr.18&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/lead-system-engineer-newton-ma-newton-ma--f2ec3f60-56f2-4a71-9292-f55ab233b63d?sid=09b6864d-28e8-4f44-b2d0-b6590a978070&jvo=m.undefined.s-svr.13&so=m.h.s&hidesmr=1&promoted=KEVEL
57,Maintenance Technician III- 1st shift,Genesis Corp./New Journey AI LLC,Data Analyst,"San Antonio, TX",today,//www.monster.com/job-openings/maintenance-technician-iii-1st-shift-san-antonio-tx--75d94954-e16c-40dd-991f-d3c2a29dbce6?sid=413011e2-19b5-49ab-8dd7-4f953664e62a&jvo=m.go.s-svr.58&so=m.h.s&hidesmr=1
58,Medical Revenue Cycle Operations Project Analyst - Mostly Remote,Managed Care Staffers,Data Analyst,"Chicago, IL",today,//www.monster.com/job-openings/medical-revenue-cycle-operations-project-analyst-mostly-remote-chicago-il--d7867758-d956-479d-9db1-98573ab0b7e0?sid=413011e2-19b5-49ab-8dd7-4f953664e62a&jvo=m.go.s-svr.54&so=m.h.s&hidesmr=1
59,Meditech Developer (SQL/SSIS/SSRS),Vaco Technology,Data ScientistData ScientistData EngineerData Engineer,"Atlanta, GAAtlanta, GAAtlanta, GAAtlanta, GA",todaytodaytodaytoday,//www.monster.com/job-openings/meditech-developer-sql-ssis-ssrs-atlanta-ga--db417280-79f2-45ca-b12d-3490e72df038?sid=217abd70-69f5-49c9-84fc-02cd5a09bfcc&jvo=m.undefined.s-svr.31&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/meditech-developer-sql-ssis-ssrs-atlanta-ga--65a19ded-2d2f-434b-9205-4c4bedc16010?sid=217abd70-69f5-49c9-84fc-02cd5a09bfcc&jvo=m.undefined.s-svr.40&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/meditech-developer-sql-ssis-ssrs-atlanta-ga--db417280-79f2-45ca-b12d-3490e72df038?sid=09b6864d-28e8-4f44-b2d0-b6590a978070&jvo=m.undefined.s-svr.29&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/meditech-developer-sql-ssis-ssrs-atlanta-ga--65a19ded-2d2f-434b-9205-4c4bedc16010?sid=09b6864d-28e8-4f44-b2d0-b6590a978070&jvo=m.undefined.s-svr.38&so=m.h.s&hidesmr=1&promoted=KEVEL
60,"Member Account Protection Analyst II (Anaheim, CA)",Wescom Central Credit Union,Data Analyst,"Anaheim, CA",today,//www.monster.com/job-openings/member-account-protection-analyst-ii-anaheim-ca-anaheim-ca--038bff39-9717-4f95-9133-e23b392c11d8?sid=413011e2-19b5-49ab-8dd7-4f953664e62a&jvo=m.go.s-svr.53&so=m.h.s&hidesmr=1
61,Mid Level .NET Developer,Motion Recruitment,Data ScientistData Engineer,"Washington DC, DCWashington DC, DC",todaytoday,//www.monster.com/job-openings/mid-level-net-developer-washington-dc--b63c4ad9-368f-46d6-8fed-0192aaeeb4cd?sid=217abd70-69f5-49c9-84fc-02cd5a09bfcc&jvo=m.undefined.s-svr.3&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/mid-level-net-developer-washington-dc--b63c4ad9-368f-46d6-8fed-0192aaeeb4cd?sid=09b6864d-28e8-4f44-b2d0-b6590a978070&jvo=m.undefined.s-svr.3&so=m.h.s&hidesmr=1&promoted=KEVEL
62,NetSuite Administrator,Creative Financial Staffing,Data Analyst,"West Sacramento, CA",today,//www.monster.com/job-openings/netsuite-administrator-west-sacramento-ca--3c1f0926-ccbd-4d01-b0bc-e61ef0dd673c?sid=413011e2-19b5-49ab-8dd7-4f953664e62a&jvo=m.undefined.s-svr.41&so=m.h.s&hidesmr=1&promoted=KEVEL
63,OmniScript Developer,Eclaro,Data ScientistData Engineer,"REMOTE, ORREMOTE, OR",todaytoday,//www.monster.com/job-openings/omniscript-developer-remote-or--d3b1c930-a830-4b7c-a7b2-7a9166fdd3ee?sid=217abd70-69f5-49c9-84fc-02cd5a09bfcc&jvo=m.go.s-svr.67&so=m.h.s&hidesmr=1//www.monster.com/job-openings/omniscript-developer-remote-or--d3b1c930-a830-4b7c-a7b2-7a9166fdd3ee?sid=09b6864d-28e8-4f44-b2d0-b6590a978070&jvo=m.go.s-svr.61&so=m.h.s&hidesmr=1
64,Oracle DBA,CAI,SQL Analyst,"Indianapolis, IN",today,//www.monster.com/job-openings/oracle-dba-indianapolis-in--d926055c-1bb0-478d-9ed7-37d9e28b550c?sid=9b5e078f-b59b-47b4-ba6c-c283ad5cbcdf&jvo=m.undefined.s-svr.2&so=m.h.s&hidesmr=1&promoted=KEVEL
65,Payroll Tax Analyst,Sinclair Broadcast Group,Data Analyst,"Cockeysville, MD",today,//www.monster.com/job-openings/payroll-tax-analyst-cockeysville-md--41c40a8a-ef1a-499c-96db-e5728241abd9?sid=413011e2-19b5-49ab-8dd7-4f953664e62a&jvo=m.undefined.s-svr.48&so=m.h.s&hidesmr=1&promoted=KEVEL
66,Pega Business Analyst,ALTA IT Services LLC,Data Analyst,"Vienna, VA",today,//www.monster.com/job-openings/pega-business-analyst-vienna-va--73391b61-dd60-4d92-ab9a-c0827ae49df2?sid=413011e2-19b5-49ab-8dd7-4f953664e62a&jvo=m.undefined.s-svr.47&so=m.h.s&hidesmr=1&promoted=KEVEL
67,Pega Developer,Genesis Corp./New Journey AI LLC,Data AnalystData ScientistData Engineer,"Jersey City, NJJersey City, NJJersey City, NJ",todaytodaytoday,//www.monster.com/job-openings/pega-developer-jersey-city-nj--ee045463-f2e5-4247-a53c-73cb68bc08b2?sid=413011e2-19b5-49ab-8dd7-4f953664e62a&jvo=m.go.s-svr.57&so=m.h.s&hidesmr=1//www.monster.com/job-openings/pega-developer-jersey-city-nj--ee045463-f2e5-4247-a53c-73cb68bc08b2?sid=217abd70-69f5-49c9-84fc-02cd5a09bfcc&jvo=m.go.s-svr.55&so=m.h.s&hidesmr=1//www.monster.com/job-openings/pega-developer-jersey-city-nj--ee045463-f2e5-4247-a53c-73cb68bc08b2?sid=09b6864d-28e8-4f44-b2d0-b6590a978070&jvo=m.go.s-svr.76&so=m.h.s&hidesmr=1
68,Planning Manager,NESC Staffing,Data Analyst,"Houston, TX",today,//www.monster.com/job-openings/planning-manager-houston-tx--3e4a77d7-6ce6-40ec-bfbc-1c4983bb7fd5?sid=413011e2-19b5-49ab-8dd7-4f953664e62a&jvo=m.undefined.s-svr.10&so=m.h.s&hidesmr=1&promoted=KEVEL
69,PowerApps Developer - Remote,ConsultUSA,Data AnalystData ScientistData Engineer,"Pittsburgh, PAPittsburgh, PAPittsburgh, PA",todaytodaytoday,//www.monster.com/job-openings/powerapps-developer-remote-pittsburgh-pa--7f65e574-3ef1-4ce8-9fea-0478ae27b54c?sid=413011e2-19b5-49ab-8dd7-4f953664e62a&jvo=m.undefined.s-svr.2&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/powerapps-developer-remote-pittsburgh-pa--7f65e574-3ef1-4ce8-9fea-0478ae27b54c?sid=217abd70-69f5-49c9-84fc-02cd5a09bfcc&jvo=m.undefined.s-svr.2&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/powerapps-developer-remote-pittsburgh-pa--7f65e574-3ef1-4ce8-9fea-0478ae27b54c?sid=09b6864d-28e8-4f44-b2d0-b6590a978070&jvo=m.undefined.s-svr.2&so=m.h.s&hidesmr=1&promoted=KEVEL
70,Principal Backend Software Development Engineer,Zillow,Data ScientistData Engineer,"Remote, ORRemote, OR",todaytoday,//www.monster.com/job-openings/principal-backend-software-development-engineer-remote-or--f98166be-48e4-4ec5-9f3e-586bc1a8deb8?sid=217abd70-69f5-49c9-84fc-02cd5a09bfcc&jvo=m.undefined.s-svr.22&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/principal-backend-software-development-engineer-remote-or--f98166be-48e4-4ec5-9f3e-586bc1a8deb8?sid=09b6864d-28e8-4f44-b2d0-b6590a978070&jvo=m.undefined.s-svr.19&so=m.h.s&hidesmr=1&promoted=KEVEL
71,Principal Software Development Engineer,Zillow,Data ScientistData Engineer,"Remote, ORRemote, OR",todaytoday,//www.monster.com/job-openings/principal-software-development-engineer-remote-or--9582f79e-f706-498c-a7fa-8653bbc61745?sid=217abd70-69f5-49c9-84fc-02cd5a09bfcc&jvo=m.undefined.s-svr.24&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/principal-software-development-engineer-remote-or--9582f79e-f706-498c-a7fa-8653bbc61745?sid=09b6864d-28e8-4f44-b2d0-b6590a978070&jvo=m.undefined.s-svr.25&so=m.h.s&hidesmr=1&promoted=KEVEL
72,Principle Software Engineer,Motion Recruitment,Data ScientistData Engineer,"Baltimore, MDBaltimore, MD",todaytoday,//www.monster.com/job-openings/principle-software-engineer-baltimore-md--d1175197-4e0f-4e56-8e66-fdb1ca27bead?sid=217abd70-69f5-49c9-84fc-02cd5a09bfcc&jvo=m.undefined.s-svr.17&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/principle-software-engineer-baltimore-md--d1175197-4e0f-4e56-8e66-fdb1ca27bead?sid=09b6864d-28e8-4f44-b2d0-b6590a978070&jvo=m.undefined.s-svr.12&so=m.h.s&hidesmr=1&promoted=KEVEL
73,Product Designer (Hybrid),Cognizant Technology Solutions,Data Analyst,"Bridgewater, NJ",today,//www.monster.com/job-openings/product-designer-hybrid-bridgewater-nj--bca9b1c1-5cce-47d6-8d8f-f0444b72e8c7?sid=413011e2-19b5-49ab-8dd7-4f953664e62a&jvo=m.undefined.s-svr.26&so=m.h.s&hidesmr=1&promoted=KEVEL
74,Program Specialist SW,Centene,Data ScientistData ScientistData ScientistData ScientistData ScientistData EngineerData EngineerData EngineerData EngineerData Engineer,"SHAWNEE, OKSTILLWATER, OKOKLAHOMA CITY, OKTULSA, OKLAWTON, OKSHAWNEE, OKSTILLWATER, OKOKLAHOMA CITY, OKTULSA, OKLAWTON, OK",todaytodaytodaytodaytodaytodaytodaytodaytodaytoday,//www.monster.com/job-openings/program-specialist-sw-shawnee-ok--ca1afc39-5dac-4a12-97f5-8618a9460ca4?sid=217abd70-69f5-49c9-84fc-02cd5a09bfcc&jvo=m.undefined.s-svr.32&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/program-specialist-sw-stillwater-ok--8800d808-b0ca-4878-a6b0-cf8dc5e427bd?sid=217abd70-69f5-49c9-84fc-02cd5a09bfcc&jvo=m.undefined.s-svr.33&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/program-specialist-sw-oklahoma-city-ok--f62476d4-3ba3-4eac-b213-bd6f9d323f26?sid=217abd70-69f5-49c9-84fc-02cd5a09bfcc&jvo=m.undefined.s-svr.35&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/program-specialist-sw-tulsa-ok--20451570-9a19-434d-899b-b28a09fc7688?sid=217abd70-69f5-49c9-84fc-02cd5a09bfcc&jvo=m.undefined.s-svr.38&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/program-specialist-sw-lawton-ok--9f12f601-d727-4f1a-ae15-a0a775a6df3e?sid=217abd70-69f5-49c9-84fc-02cd5a09bfcc&jvo=m.undefined.s-svr.44&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/program-specialist-sw-shawnee-ok--ca1afc39-5dac-4a12-97f5-8618a9460ca4?sid=09b6864d-28e8-4f44-b2d0-b6590a978070&jvo=m.undefined.s-svr.30&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/program-specialist-sw-stillwater-ok--8800d808-b0ca-4878-a6b0-cf8dc5e427bd?sid=09b6864d-28e8-4f44-b2d0-b6590a978070&jvo=m.undefined.s-svr.31&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/program-specialist-sw-oklahoma-city-ok--f62476d4-3ba3-4eac-b213-bd6f9d323f26?sid=09b6864d-28e8-4f44-b2d0-b6590a978070&jvo=m.undefined.s-svr.34&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/program-specialist-sw-tulsa-ok--20451570-9a19-434d-899b-b28a09fc7688?sid=09b6864d-28e8-4f44-b2d0-b6590a978070&jvo=m.undefined.s-svr.36&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/program-specialist-sw-lawton-ok--9f12f601-d727-4f1a-ae15-a0a775a6df3e?sid=09b6864d-28e8-4f44-b2d0-b6590a978070&jvo=m.undefined.s-svr.42&so=m.h.s&hidesmr=1&promoted=KEVEL
75,Programmer Analyst II,Jobot,Data AnalystData ScientistData Engineer,"St. Louis, MOSt. Louis, MOSt. Louis, MO",todaytodaytoday,//www.monster.com/job-openings/programmer-analyst-ii-st-louis-mo--ebd837cd-db06-4cb8-a566-124759aee14a?sid=413011e2-19b5-49ab-8dd7-4f953664e62a&jvo=m.go.s-svr.66&so=m.h.s&hidesmr=1//www.monster.com/job-openings/programmer-analyst-ii-st-louis-mo--ebd837cd-db06-4cb8-a566-124759aee14a?sid=217abd70-69f5-49c9-84fc-02cd5a09bfcc&jvo=m.go.s-svr.68&so=m.h.s&hidesmr=1//www.monster.com/job-openings/programmer-analyst-ii-st-louis-mo--ebd837cd-db06-4cb8-a566-124759aee14a?sid=09b6864d-28e8-4f44-b2d0-b6590a978070&jvo=m.go.s-svr.66&so=m.h.s&hidesmr=1
76,Property Management,Culmen International,Data Analyst,"Washington, DC",today,//www.monster.com/job-openings/property-management-washington-dc--3c9e9818-e1e0-4636-97a6-37e5163550f8?sid=413011e2-19b5-49ab-8dd7-4f953664e62a&jvo=m.undefined.s-svr.34&so=m.h.s&hidesmr=1&promoted=KEVEL
77,Psychometrician/Quantitative Analyst,Human Resources Research Organization,Data Analyst,"Alexandria, VA",today,//www.monster.com/job-openings/psychometrician-quantitative-analyst-alexandria-va--698d3162-e333-4e9c-8eb8-1a0644bbbdea?sid=413011e2-19b5-49ab-8dd7-4f953664e62a&jvo=m.undefined.s-svr.1&so=m.h.s&hidesmr=1&promoted=KEVEL
79,QA Analyst,SPECTRUM,Data AnalystData AnalystData AnalystData EngineerData EngineerData Engineer,"Greenwood Village, COLouisville, KYCharlotte, NCGreenwood Village, COLouisville, KYCharlotte, NC",todaytodaytodaytodaytodaytoday,//www.monster.com/job-openings/qa-analyst-greenwood-village-co--ae9887c9-abd2-4a85-a075-4aead0a991c6?sid=413011e2-19b5-49ab-8dd7-4f953664e62a&jvo=m.undefined.s-svr.23&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/qa-analyst-louisville-ky--3a47b203-08a3-41b1-a9b8-655ca3f308b8?sid=413011e2-19b5-49ab-8dd7-4f953664e62a&jvo=m.undefined.s-svr.28&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/qa-analyst-charlotte-nc--66aa6113-2971-495d-ba59-0c9299b756d2?sid=413011e2-19b5-49ab-8dd7-4f953664e62a&jvo=m.undefined.s-svr.29&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/qa-analyst-greenwood-village-co--ae9887c9-abd2-4a85-a075-4aead0a991c6?sid=09b6864d-28e8-4f44-b2d0-b6590a978070&jvo=m.undefined.s-svr.14&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/qa-analyst-louisville-ky--3a47b203-08a3-41b1-a9b8-655ca3f308b8?sid=09b6864d-28e8-4f44-b2d0-b6590a978070&jvo=m.undefined.s-svr.17&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/qa-analyst-charlotte-nc--66aa6113-2971-495d-ba59-0c9299b756d2?sid=09b6864d-28e8-4f44-b2d0-b6590a978070&jvo=m.undefined.s-svr.18&so=m.h.s&hidesmr=1&promoted=KEVEL
80,QA Test Lead|REMOTE|$50/hr,Vaco Technology,Data Engineer,"Richmond, VA",today,//www.monster.com/job-openings/qa-test-lead-remote-50-hr-richmond-va--b8a90b71-0c3c-47dc-a62b-68f10bcc17ba?sid=09b6864d-28e8-4f44-b2d0-b6590a978070&jvo=m.undefined.s-svr.22&so=m.h.s&hidesmr=1&promoted=KEVEL
81,Quality Assurance Engineer,Kforce Technology,Data Engineer,"New York, NY",today,//www.monster.com/job-openings/quality-assurance-engineer-new-york-city-ny--294e608f-2cbe-4718-8c57-0505a1d74af1?sid=09b6864d-28e8-4f44-b2d0-b6590a978070&jvo=m.undefined.s-svr.24&so=m.h.s&hidesmr=1&promoted=KEVEL
82,Quality Assurance Engineer IV,"Lantana Consulting Group, Inc.",Data Engineer,"East Thetford, VT",today,//www.monster.com/job-openings/quality-assurance-engineer-iv-east-thetford-vt--9e6d26db-6596-45eb-94f7-b00321f98fef?sid=09b6864d-28e8-4f44-b2d0-b6590a978070&jvo=m.undefined.s-svr.8&so=m.h.s&hidesmr=1&promoted=KEVEL
83,Remote Junior Java programmer/Data Analyst/Data Scientists/ML,SynergisticIT,Data AnalystData Scientist,"Fort Lauderdale, FLFort Lauderdale, FL",todaytoday,//www.monster.com/job-openings/remote-junior-java-programmer-data-analyst-data-scientists-ml-fort-lauderdale-fl--b7f03fe8-a780-46b9-9029-0731d756157b?sid=413011e2-19b5-49ab-8dd7-4f953664e62a&jvo=m.go.s-svr.73&so=m.h.s&hidesmr=1//www.monster.com/job-openings/remote-junior-java-programmer-data-analyst-data-scientists-ml-fort-lauderdale-fl--b7f03fe8-a780-46b9-9029-0731d756157b?sid=217abd70-69f5-49c9-84fc-02cd5a09bfcc&jvo=m.go.s-svr.79&so=m.h.s&hidesmr=1
85,Remote | Meditech Developer (SQL/SSIS/SSRS) | $68/hr.,Vaco Technology,Data ScientistData Engineer,"Atlanta, GAAtlanta, GA",todaytoday,//www.monster.com/job-openings/remote-meditech-developer-sql-ssis-ssrs-68-hr-atlanta-ga--db9d7770-f0be-4b14-9b84-5c39cf196b91?sid=217abd70-69f5-49c9-84fc-02cd5a09bfcc&jvo=m.undefined.s-svr.25&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/remote-meditech-developer-sql-ssis-ssrs-68-hr-atlanta-ga--db9d7770-f0be-4b14-9b84-5c39cf196b91?sid=09b6864d-28e8-4f44-b2d0-b6590a978070&jvo=m.undefined.s-svr.26&so=m.h.s&hidesmr=1&promoted=KEVEL
86,Research Analyst - Social Policy- Remote,Westat,Data Analyst,"Rockville, MD",today,//www.monster.com/job-openings/research-analyst-social-policy-remote-rockville-md--d2b1b76f-b1ff-4780-b418-e63e1259fd8a?sid=413011e2-19b5-49ab-8dd7-4f953664e62a&jvo=m.undefined.s-svr.21&so=m.h.s&hidesmr=1&promoted=KEVEL
87,Resource Management Analyst,US Dept of State - Bureau of Political-Military Affairs (PM/WRA),Data Analyst,"WASHINGTON, DC",today,//www.monster.com/job-openings/resource-management-analyst-washington-dc--8e1b7410-259f-4183-b5fb-0decabc6a665?sid=413011e2-19b5-49ab-8dd7-4f953664e62a&jvo=m.go.s-svr.50&so=m.h.s&hidesmr=1
88,SVP of Finance,Jobot,Data AnalystData AnalystData AnalystData Analyst,"Cary, NCKinston, NCRaleigh, NCMorrisville, NC",todaytodaytodaytoday,//www.monster.com/job-openings/svp-of-finance-cary-nc--a80adc56-22f7-4392-bcaa-1e809bbadb1e?sid=413011e2-19b5-49ab-8dd7-4f953664e62a&jvo=m.undefined.s-svr.13&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/svp-of-finance-kinston-nc--6aae96c9-8570-4fe9-9b4c-091110eabe36?sid=413011e2-19b5-49ab-8dd7-4f953664e62a&jvo=m.undefined.s-svr.14&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/svp-of-finance-raleigh-nc--76e0fd62-921e-4489-bce8-29fdfeecb258?sid=413011e2-19b5-49ab-8dd7-4f953664e62a&jvo=m.undefined.s-svr.15&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/svp-of-finance-morrisville-nc--a793cfac-87ac-46f9-8d27-52d82a3a62f3?sid=413011e2-19b5-49ab-8dd7-4f953664e62a&jvo=m.undefined.s-svr.16&so=m.h.s&hidesmr=1&promoted=KEVEL
89,Salesforce CPQ Architect,ADT,Data Scientist,"Atlanta, GA",today,//www.monster.com/job-openings/salesforce-cpq-architect-atlanta-ga--7896f0db-5795-4923-91b9-cb8889b6d6b0?sid=217abd70-69f5-49c9-84fc-02cd5a09bfcc&jvo=m.undefined.s-svr.30&so=m.h.s&hidesmr=1&promoted=KEVEL
90,Salesforce CPQ Engineer,ADT,Data ScientistData Engineer,"Atlanta, GAAtlanta, GA",todaytoday,//www.monster.com/job-openings/salesforce-cpq-engineer-atlanta-ga--1f5d633b-1fa0-405b-867c-0347af417665?sid=217abd70-69f5-49c9-84fc-02cd5a09bfcc&jvo=m.undefined.s-svr.45&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/salesforce-cpq-engineer-atlanta-ga--1f5d633b-1fa0-405b-867c-0347af417665?sid=09b6864d-28e8-4f44-b2d0-b6590a978070&jvo=m.undefined.s-svr.32&so=m.h.s&hidesmr=1&promoted=KEVEL
91,Security Operation Center Analyst (SOC),Allied Universal,Data Analyst,"Newtown Square, PA",today,//www.monster.com/job-openings/security-operation-center-analyst-soc-newtown-square-pa--05e21511-3205-4462-ba0e-086b8b46a6b3?sid=413011e2-19b5-49ab-8dd7-4f953664e62a&jvo=m.go.s-svr.67&so=m.h.s&hidesmr=1
111,ServiceNow Developer (Remote),Govcio LLC,Data ScientistData Engineer,"Fairfax, VAFairfax, VA",todaytoday,//www.monster.com/job-openings/servicenow-developer-remote-fairfax-va--40efcd42-af8e-4723-a5d2-5592ccfc9c7f?sid=217abd70-69f5-49c9-84fc-02cd5a09bfcc&jvo=m.undefined.s-svr.48&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/servicenow-developer-remote-fairfax-va--40efcd42-af8e-4723-a5d2-5592ccfc9c7f?sid=09b6864d-28e8-4f44-b2d0-b6590a978070&jvo=m.undefined.s-svr.47&so=m.h.s&hidesmr=1&promoted=KEVEL
112,SharePoint Architect @ Remote,LTI Mindtree,Data Scientist,"Jersey City, NJ",today,//www.monster.com/job-openings/sharepoint-architect-remote-jersey-city-nj--5588a4c2-40b1-4613-9174-a1e9ba3860a1?sid=217abd70-69f5-49c9-84fc-02cd5a09bfcc&jvo=m.go.s-svr.58&so=m.h.s&hidesmr=1
113,Site Reliability Engineer,iWorks Corporation,Data ScientistData Engineer,0,todaytoday,//www.monster.com/job-openings/site-reliability-engineer--f2be214c-d37e-4007-852e-f8cb99a593be?sid=217abd70-69f5-49c9-84fc-02cd5a09bfcc&jvo=m.go.s-svr.54&so=m.h.s&hidesmr=1//www.monster.com/job-openings/site-reliability-engineer--f2be214c-d37e-4007-852e-f8cb99a593be?sid=09b6864d-28e8-4f44-b2d0-b6590a978070&jvo=m.go.s-svr.52&so=m.h.s&hidesmr=1
114,Software Architect,Jobot,Data Scientist,"Culver City, CA",today,//www.monster.com/job-openings/software-architect-culver-city-ca--7f0b81f9-3818-4826-a37e-b31cbb310ede?sid=217abd70-69f5-49c9-84fc-02cd5a09bfcc&jvo=m.undefined.s-svr.6&so=m.h.s&hidesmr=1&promoted=KEVEL
115,Software Engineer,ADT,Data ScientistData Engineer,"Atlanta, GAAtlanta, GA",todaytoday,//www.monster.com/job-openings/software-engineer-atlanta-ga--094c19c3-62d6-41ba-829e-669bf15802f8?sid=217abd70-69f5-49c9-84fc-02cd5a09bfcc&jvo=m.undefined.s-svr.23&so=m.h.s&hidesmr=1&promoted=KEVEL//www.monster.com/job-openings/software-engineer-atlanta-ga--094c19c3-62d6-41ba-829e-669bf15802f8?sid=09b6864d-28e8-4f44-b2d0-b6590a978070&jvo=m.undefined.s-svr.21&so=m.h.s&hidesmr=1&promoted=KEVEL
