,job_title,company,job_search,location,date_range,link
10,Jr. SolarWinds Application Engineer (ADV0007ZZ)NEW!,Aerodyne,Data Engineer,"Colorado Springs, CO",within_1_day,https://www.ziprecruiter.com/k/l/AALMtFt7XaP_xsV5Meu_vFC3epRN73vev-EiC7IUo1l7qVhkcuGg1j-4gBYl91em5v-zg7X5-5MgAySDWwMoM3f_VB2eCdfGW4JMwX2xamCet65yJIkLfzqPUQqu53LW4IvpuuZLPm090m3CSh9qIa0XuVRUOXgICLHv9lVV0Xi57Nohk1bcqCCKxnIRtRIVb0BrPd_SHmiISqo1B6iNZj8
11,Marketing/Social Media/Proposal Coordinator Part-timeNEW!,Engineering Economics Inc.,Data Engineer,"Denver, CO",within_1_day,https://www.ziprecruiter.com/k/l/AAL9gETz96oYnLStCc7vZiQOnLm4GyWDeKuynumiiBAY10mPvQD7oZpDB692CZkM4CTX5qqqNlOWIZwwQiBgZB9WJD0NmRrfRX5YGGIK827D_RVLzov_ucZHMUlNf_Ubo367W3e2TopgRTlNWrN4sGufs3UZ7wPSmaytp9uFYGwxwtfzWlSw5uSI69O3cAF-UoO1Thiq6ylvbUewq0X5l9c3w5NwANZkVx-7
12,Principal Thermal Analysis and Test EngineerNEW!,Raytheon,Data Engineer,"Denver, CO",within_1_day,https://www.ziprecruiter.com/k/l/AAKmOWBWmCm10MSgL9WNQhEtwkhwxs3k5-nOIZA1WuqbE5VCgPuNfTML8ms6uMRQWo9q_FeqT1X5l19smNzQdfv4vplnWQb5WCQyqZJOJ4or1269FFBWANjIhm477kjdnIssq61Y-NVqeBJTLClcAEhCnIH3ZxXE07hhA32zjMM4Y1SLdIHeaaTKv1Lzjk9pbxiGsXfrqcOy499CA7AnVSM
13,Project Engineer - Data Center (TS/SCI with Polygraph Required)NEW!,Fluor Corp,Data Engineer,"Denver, CO",within_1_day,https://www.ziprecruiter.com/k/l/AALrKIUZsVTITj8HVcm6O91RIPVGDwGaDXz426Esn44PVGV4UIxhmElu9ygCItNuIt-wyuK2W1oYfCyNqg0JwNttGaZMweX5zxlyrXI2WOef_oXTNMNXl_tdAeod-Ml2Vdf9rkeduquwOAaSLALS0YoOrmuFwyzIWc8tHnKZXlh8m4_U44JUHxXWAD4VfTJ9Kedix2-nQXIcusx0T7htcMQ
14,Project GIS Specialist IINEW!,HR Green,SQL AnalystData Engineer,"Englewood, COEnglewood, CO",within_1_daywithin_1_day,https://www.ziprecruiter.com/k/l/AAJr34ITtBZRY7cO7SkkOqe-CNQ2TSMCT7NkBAb0SY7iu15MdVXmCoUqxa_Fgu8aSCrBisi-Ityhl2YofSnHhEsMXjpXQY0RyUPy0CL8OZRleWiYsX4cVf53Ubnz2bKDDpgZXiN2IqcAQB8bhSOZD4-3mVhFtV3BQtvLvbuuR2HiXnVpxjPNGju9VcYY1poCKlz5RGMN4UnbNQ1gsedrPAhttps://www.ziprecruiter.com/k/l/AAJYnO9z79bQYb17QZC3S1-otyJ31GRTqLJ--1gAMYCzRW_A4ahzbDfPxGj3ppIz26GdRKmlNATj7UUWdoFAHhxhhtjG4tsDiN534unVasSi5YTPi4di_pJaRY5alzehvt7d15ouM2R3JZEgdXb-iith9S4t8IRRMl1rm04cQaiNsnf6Bj4bjnpXP9tddGd5i-oB8-09888xc1vo_DA3A-o
15,Quality Engineer - 1748862NEW!,TIER4 GROUP,Data Engineer,"Littleton, CO",within_1_day,https://www.ziprecruiter.com/k/l/AAKQTj_S40E9isExJF4UHkjZjS1UJIyzW4NxidiukHs5O1UY_QKHyyddhZ6wt3P1rk5uLkJCCQfWGcEuYMxgyzExcJ7mLh_8DqbbN2NJWOg7FuCCCOeioZU41JyvMrWNy1EbJTwU--t-w_8cv5oAep31YL_6MoFwfCIIzO7tCAtPg_KfpwYpNr_O42FaN96ygzoiuePly-jfq9A_HgBKEQ
16,RF Engineer IVNEW!,"Telnet, Inc.",Data Engineer,"Littleton, CO",within_1_day,https://www.ziprecruiter.com/k/l/AAK0Px63zCG6D0_FX2wRZzR7I8WzEAMCtlkvvZJ7g1MGXwa44dEZBqejcVeAjV26FxKJ55UxXhnyADvUtKjDAo2qCDHJH0aDO7eK3f4rYukFTu4Py6KIXTa8qpORy1e0bQIFHy3xpy2X13iAPXjqXkzyXFEDl-ZVNB9VK7NmhAA7f_YMmW2qdQejkKqGkzAuTO8JGNJApeYgaKqDQy3ItHO8khwwgqgpPn-c
22,Social Science Information/Biological Science Information/Geographic Information Systems SpecialistNEW!,Forest Service,Data Engineer,"Fort Collins, CO",within_1_day,https://www.ziprecruiter.com/k/l/AAKGmZUmUeod-MSQvYsmM_TpC6E0s3HAoHWQAb_hbwkWX4VlSbPlQ0Cj20Do6QNCp6JmpjsMRFH2Hs8k5ZAqVvwaMKP_R6ntJyuqTXForgdn6VLd0GCkDUwsDso7kUHwddcEt2HcT75lNK-8LGukrdFmGe7jHsPfR_xJj3lZIt22Rwf_iMISasozWkEMVkfM07K7KKlYIwqAcKRULjVHu8E
23,Software Developer (Contract) - $40 HourlyNEW!,Data Annotation,Data Engineer,"Centennial, CO",within_1_day,https://www.ziprecruiter.com/ek/l/AAJ88l_YIfBlDL3fZQLGSvrWG82hZnelwc1Mdneqa3YBbWjiE6Wlx3t9G5h8Iz76XYQX-3sFeLiW4by5YmuyIVg75ZKo4YGqww8SSnhg5dee7ee9_RQxxStssS8-YYCDuk0T5UYu9s3edXkh7_8x5tt7vGBqHD9ohKnIMeHz1j4W-X3l9m3K7lLDFsVjyxwKFc-v4kc7jrWoBsGmVPxqMwA01PoRSU9jnME
24,Tech Lead TECHM-JOB-29616NEW!,Keylent,SQL AnalystData Analyst,"Broomfield, COBroomfield, CO",within_1_daywithin_1_day,https://www.ziprecruiter.com/k/l/AAIgClvc28elO7pAOFj8HIwPyP8dUB7uYGvlioR3b4akUvH4W2aKVjb4K3Lc9xvdLKa5xnpRBZBFgEcb1PcdPBccnL4cWTGJphaPzJRanGmB7Gnm3EtQ0tee3OxoYs2C8RDtOIdb5WKlfjP3nSDK0-XRwnkUBo17c5-9iyXo6UO2tWy8xEHMqYj8XSkRdsZZRR9gnRpg4iz5Gf3f_GDFNQhttps://www.ziprecruiter.com/k/l/AALUpIiwzHe_oyxgGY0pVuUioPmE7Qo---Nm6fBVd2KNmlrJynRjHfs0fdIqR6iB3mtnNVDQFOK0VEGafYtqodMosIApwf1W71ycr-QNo-1rM0tGCA7ao4lFlqxdm4u3eO4tVY6-B3n4-hLeB37Hq0kGU62Lexm8c36AZmM5Wwu87wD8UnthM5zpyQxDmNmIkmiltgDGz6d4cv_xUOO9
25,Technical Editor / Admin Support ( Remote )NEW!,"Landmark Environmental, Inc.",Data Engineer,"Littleton, CO",within_1_day,https://www.ziprecruiter.com/k/l/AAI-jkXYPAv9fgaLzCS2aKqsPtckqDy9e21FV0I526kUPhKbtuywGDL-95_QZ39XOmGJPrLMsfK1Dx79M9IMlxk5BW0ySY6A8YB1uICtZhulDJgS36oU_8apwRSQz0mGmfh6yZ7ctkSdboATYvlEnrO4V-YsT8OHewMop4mhsyNEt6zG1eL2s97axAcPpHUfZ4CByk0R3pf2W3c737zwfn2m3oZL0G-zEC20Tw
26,Youth Enrichment SpecialistNEW!,BOYS AND GIRLS CLUBS OF METRO DENVER INC.,Data Engineer,"Denver, CO",within_1_day,https://www.ziprecruiter.com/k/l/AAI95ez2z0gvixXNhXsP6mTtuP9ghOy3-PEApLpAnW-mZQyRbigC1YU_2OybwY99zraL6APysrZAj8d-B3fyAYrupC9JOolmagHFhq1GLWliZ_8nmrE4Qk1udlZH8uxElyLXg1oGlpUWepZKThk_McOufVN4HOZrb__VtDDsRJ-bXJ8AQb813zunrdBKdQijh0RNGC_bwjhgcpA816AK8Zc
